"Gene","Non-unique Gene name","Annotation","No. isolates","No. sequences","Avg sequences per isolate","Genome Fragment","Order within Fragment","Accessory Fragment","Accessory Order with Fragment","QC","Min group size nuc","Max group size nuc","Avg group size nuc","296-96","ES-CHC077","Eli4","Eli5","Eli6","F3201","JUNP353","R26"
"group_850","","hypothetical protein","8","8","1","1","2054","","","","1028","1037","1032","NLLKMJFC_02374","HDAOFKCF_02376","HMFJPACF_02509","EPEFIPDD_02455","MPDNCGJB_02457","PEKAAFEB_02049","IEBEDNFC_02450","OGHJCHFL_02815"
"group_851","","DNA-binding protein","8","8","1","1","2052","","","","242","242","242","NLLKMJFC_02376","HDAOFKCF_02378","HMFJPACF_02511","EPEFIPDD_02457","MPDNCGJB_02459","PEKAAFEB_02051","IEBEDNFC_02452","OGHJCHFL_02817"
"ydjA","","hypothetical protein","8","8","1","1","2047","","","","512","512","512","NLLKMJFC_02381","HDAOFKCF_02383","HMFJPACF_02516","EPEFIPDD_02462","MPDNCGJB_02464","PEKAAFEB_02061","IEBEDNFC_02457","OGHJCHFL_02822"
"group_854","","hypothetical protein","8","8","1","1","2040","","","","1226","1226","1226","NLLKMJFC_02385","HDAOFKCF_02387","HMFJPACF_02520","EPEFIPDD_02466","MPDNCGJB_02468","PEKAAFEB_02065","IEBEDNFC_02461","OGHJCHFL_02827"
"cnrB","","Nickel and cobalt resistance protein CnrB","8","8","1","1","2039","","","","1133","1136","1134","NLLKMJFC_02386","HDAOFKCF_02388","HMFJPACF_02521","EPEFIPDD_02467","MPDNCGJB_02469","PEKAAFEB_02066","IEBEDNFC_02462","OGHJCHFL_02828"
"group_856","","hypothetical protein","8","8","1","1","2029","","","","476","494","478","NLLKMJFC_02393","HDAOFKCF_02395","HMFJPACF_02529","EPEFIPDD_02475","MPDNCGJB_02477","PEKAAFEB_02072","IEBEDNFC_02469","OGHJCHFL_02835"
"fpaP","","Proline iminopeptidase","8","8","1","1","2028","","","","1025","1034","1029","NLLKMJFC_02394","HDAOFKCF_02396","HMFJPACF_02530","EPEFIPDD_02476","MPDNCGJB_02478","PEKAAFEB_02073","IEBEDNFC_02470","OGHJCHFL_02836"
"group_859","","hypothetical protein","8","8","1","1","2019","","","","1295","1295","1295","NLLKMJFC_02401","HDAOFKCF_02403","HMFJPACF_02537","EPEFIPDD_02483","MPDNCGJB_02485","PEKAAFEB_02080","IEBEDNFC_02477","OGHJCHFL_02843"
"rnhB","","Ribonuclease HII","8","8","1","1","1977","","","","569","578","573","NLLKMJFC_02426","HDAOFKCF_02428","HMFJPACF_02564","EPEFIPDD_02510","MPDNCGJB_02512","PEKAAFEB_02109","IEBEDNFC_02504","OGHJCHFL_02866"
"group_860","","hypothetical protein","8","8","1","1","2018","","","","881","884","881","NLLKMJFC_02402","HDAOFKCF_02404","HMFJPACF_02541","EPEFIPDD_02487","MPDNCGJB_02489","PEKAAFEB_02084","IEBEDNFC_02478","OGHJCHFL_02844"
"group_861","","hypothetical protein","8","8","1","1","2017","","","","671","671","671","NLLKMJFC_02403","HDAOFKCF_02405","HMFJPACF_02542","EPEFIPDD_02488","MPDNCGJB_02490","PEKAAFEB_02085","IEBEDNFC_02479","OGHJCHFL_02845"
"acpH","","Acyl carrier protein phosphodiesterase","8","8","1","1","1987","","","","575","575","575","NLLKMJFC_02416","HDAOFKCF_02418","HMFJPACF_02556","EPEFIPDD_02502","MPDNCGJB_02504","PEKAAFEB_02100","IEBEDNFC_02495","OGHJCHFL_02856"
"group_863","","hypothetical protein","8","8","1","1","1985","","","","833","833","833","NLLKMJFC_02418","HDAOFKCF_02420","HMFJPACF_02558","EPEFIPDD_02504","MPDNCGJB_02506","PEKAAFEB_02102","IEBEDNFC_02497","OGHJCHFL_02858"
"pmsE","","Pseudomonine synthase PmsE","8","8","1","1","1959","","","","1031","1031","1031","NLLKMJFC_02442","HDAOFKCF_02444","HMFJPACF_02576","EPEFIPDD_02522","MPDNCGJB_02523","PEKAAFEB_02120","IEBEDNFC_02515","OGHJCHFL_02878"
"group_867","","hypothetical protein","8","8","1","1","1956","","","","1088","1112","1103","NLLKMJFC_02445","HDAOFKCF_02447","HMFJPACF_02579","EPEFIPDD_02525","MPDNCGJB_02526","PEKAAFEB_02123","IEBEDNFC_02518","OGHJCHFL_02881"
"hchA","","Protein/nucleic acid deglycase HchA","8","8","1","1","1942","","","","689","689","689","NLLKMJFC_02449","HDAOFKCF_02451","HMFJPACF_02593","EPEFIPDD_02539","MPDNCGJB_02540","PEKAAFEB_02127","IEBEDNFC_02522","OGHJCHFL_02885"
"menH_2","","2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase","8","8","1","1","1939","","","","794","794","794","NLLKMJFC_02452","HDAOFKCF_02454","HMFJPACF_02596","EPEFIPDD_02542","MPDNCGJB_02543","PEKAAFEB_02130","IEBEDNFC_02526","OGHJCHFL_02888"
"group_87","","hypothetical protein","8","8","1","1","1931","","","","542","542","542","NLLKMJFC_02463","HDAOFKCF_02465","HMFJPACF_02602","EPEFIPDD_02548","MPDNCGJB_02549","PEKAAFEB_02136","IEBEDNFC_02535","OGHJCHFL_02896"
"group_871","","hypothetical protein","8","8","1","1","1928","","","","914","914","914","NLLKMJFC_02464","HDAOFKCF_02466","HMFJPACF_02603","EPEFIPDD_02549","MPDNCGJB_02550","PEKAAFEB_02137","IEBEDNFC_02536","OGHJCHFL_02897"
"group_872","","hypothetical protein","8","8","1","1","1927","","","","137","137","137","NLLKMJFC_02465","HDAOFKCF_02467","HMFJPACF_02604","EPEFIPDD_02550","MPDNCGJB_02551","PEKAAFEB_02138","IEBEDNFC_02537","OGHJCHFL_02898"
"group_873","","hypothetical protein","8","8","1","1","1918","","","","854","905","898","NLLKMJFC_02473","HDAOFKCF_02475","HMFJPACF_02613","EPEFIPDD_02559","MPDNCGJB_02560","PEKAAFEB_02147","IEBEDNFC_02545","OGHJCHFL_02906"
"group_874","","hypothetical protein","8","8","1","1","1917","","","","584","584","584","NLLKMJFC_02474","HDAOFKCF_02476","HMFJPACF_02614","EPEFIPDD_02560","MPDNCGJB_02561","PEKAAFEB_02148","IEBEDNFC_02546","OGHJCHFL_02907"
"group_875","","Putative 5'(3')-deoxyribonucleotidase","8","8","1","1","1911","","","","491","515","512","NLLKMJFC_02480","HDAOFKCF_02482","HMFJPACF_02621","EPEFIPDD_02567","MPDNCGJB_02568","PEKAAFEB_02155","IEBEDNFC_02552","OGHJCHFL_02913"
"group_876","","hypothetical protein","8","8","1","1","1881","","","","377","452","423","NLLKMJFC_02510","HDAOFKCF_02512","HMFJPACF_02650","EPEFIPDD_02596","MPDNCGJB_02597","PEKAAFEB_02184","IEBEDNFC_02582","OGHJCHFL_02942"
"acdS","","1-aminocyclopropane-1-carboxylate deaminase","8","8","1","1","1813","","","","911","911","911","NLLKMJFC_02533","HDAOFKCF_02535","HMFJPACF_02672","EPEFIPDD_02618","MPDNCGJB_02619","PEKAAFEB_02206","IEBEDNFC_02652","OGHJCHFL_02964"
"group_878","","NAD(P)H dehydrogenase (quinone)","8","8","1","1","1808","","","","1142","1169","1165","NLLKMJFC_02538","HDAOFKCF_02540","HMFJPACF_02677","EPEFIPDD_02623","MPDNCGJB_02624","PEKAAFEB_02211","IEBEDNFC_02657","OGHJCHFL_02969"
"group_879","","hypothetical protein","8","8","1","1","1807","","","","494","572","503","NLLKMJFC_02539","HDAOFKCF_02541","HMFJPACF_02678","EPEFIPDD_02624","MPDNCGJB_02625","PEKAAFEB_02212","IEBEDNFC_02658","OGHJCHFL_02970"
"group_88","","hypothetical protein","8","8","1","1","1862","","","","419","731","692","NLLKMJFC_02529","HDAOFKCF_02531","HMFJPACF_02668","EPEFIPDD_02614","MPDNCGJB_02615","PEKAAFEB_02202","IEBEDNFC_02600","OGHJCHFL_02960"
"group_880","","hypothetical protein","8","8","1","1","1799","","","","296","389","365","NLLKMJFC_02548","HDAOFKCF_02550","HMFJPACF_02687","EPEFIPDD_02633","MPDNCGJB_02634","PEKAAFEB_02221","IEBEDNFC_02667","OGHJCHFL_02979"
"group_881","","hypothetical protein","8","8","1","1","1794","","","","881","881","881","NLLKMJFC_02553","HDAOFKCF_02555","HMFJPACF_02692","EPEFIPDD_02638","MPDNCGJB_02639","PEKAAFEB_02226","IEBEDNFC_02672","OGHJCHFL_02984"
"group_883","","hypothetical protein","8","8","1","1","1739","","","","131","131","131","NLLKMJFC_02565","HDAOFKCF_02567","HMFJPACF_02745","EPEFIPDD_02690","MPDNCGJB_02691","PEKAAFEB_02237","IEBEDNFC_02683","OGHJCHFL_02996"
"group_884","","putative protein","8","8","1","1","1729","","","","485","572","550","NLLKMJFC_02575","HDAOFKCF_02577","HMFJPACF_02755","EPEFIPDD_02700","MPDNCGJB_02701","PEKAAFEB_02247","IEBEDNFC_02693","OGHJCHFL_03006"
"group_885","","hypothetical protein","8","8","1","1","1728","","","","611","611","611","NLLKMJFC_02576","HDAOFKCF_02578","HMFJPACF_02756","EPEFIPDD_02701","MPDNCGJB_02702","PEKAAFEB_02248","IEBEDNFC_02694","OGHJCHFL_03007"
"group_886","","hypothetical protein","8","8","1","1","1720","","","","884","884","884","NLLKMJFC_02583","HDAOFKCF_02585","HMFJPACF_02763","EPEFIPDD_02708","MPDNCGJB_02709","PEKAAFEB_02256","IEBEDNFC_02701","OGHJCHFL_03014"
"group_887","","hypothetical protein","8","8","1","1","1719","","","","506","506","506","NLLKMJFC_02584","HDAOFKCF_02586","HMFJPACF_02764","EPEFIPDD_02709","MPDNCGJB_02710","PEKAAFEB_02257","IEBEDNFC_02702","OGHJCHFL_03015"
"endOF3","","Endo-beta-N-acetylglucosaminidase F3","8","8","1","1","1714","","","","989","989","989","NLLKMJFC_02589","HDAOFKCF_02591","HMFJPACF_02769","EPEFIPDD_02714","MPDNCGJB_02715","PEKAAFEB_02262","IEBEDNFC_02707","OGHJCHFL_03020"
"group_889","","hypothetical protein","8","8","1","1","1684","","","","2168","2183","2177","NLLKMJFC_02619","HDAOFKCF_02621","HMFJPACF_02799","EPEFIPDD_02744","MPDNCGJB_02744","PEKAAFEB_02291","IEBEDNFC_02737","OGHJCHFL_03050"
"rlmP","","23S rRNA (guanosine(2553)-2'-O)-methyltransferase RlmP","8","8","1","1","1682","","","","659","659","659","NLLKMJFC_02621","HDAOFKCF_02623","HMFJPACF_02801","EPEFIPDD_02746","MPDNCGJB_02746","PEKAAFEB_02293","IEBEDNFC_02739","OGHJCHFL_03052"
"group_891","","hypothetical protein","8","8","1","1","1674","","","","863","881","878","NLLKMJFC_02629","HDAOFKCF_02631","HMFJPACF_02810","EPEFIPDD_02755","MPDNCGJB_02755","PEKAAFEB_02302","IEBEDNFC_02747","OGHJCHFL_03062"
"group_892","","hypothetical protein","8","8","1","1","1673","","","","719","743","734","NLLKMJFC_02630","HDAOFKCF_02632","HMFJPACF_02811","EPEFIPDD_02756","MPDNCGJB_02756","PEKAAFEB_02303","IEBEDNFC_02748","OGHJCHFL_03063"
"group_893","","hypothetical protein","8","8","1","1","1672","","","","1247","1247","1247","NLLKMJFC_02632","HDAOFKCF_02634","HMFJPACF_02812","EPEFIPDD_02757","MPDNCGJB_02757","PEKAAFEB_02304","IEBEDNFC_02749","OGHJCHFL_03065"
"group_894","","hypothetical protein","8","8","1","1","1667","","","","599","599","599","NLLKMJFC_02637","HDAOFKCF_02639","HMFJPACF_02817","EPEFIPDD_02762","MPDNCGJB_02762","PEKAAFEB_02309","IEBEDNFC_02754","OGHJCHFL_03070"
"group_897","","hypothetical protein","8","8","1","1","1640","","","","500","500","500","NLLKMJFC_02648","HDAOFKCF_02650","HMFJPACF_02831","EPEFIPDD_02776","MPDNCGJB_02776","PEKAAFEB_02318","IEBEDNFC_02769","OGHJCHFL_03084"
"msrAB","","Peptide methionine sulfoxide reductase MsrA/MsrB","8","8","1","1","1633","","","","980","1076","1064","NLLKMJFC_02654","HDAOFKCF_02656","HMFJPACF_02837","EPEFIPDD_02782","MPDNCGJB_02782","PEKAAFEB_02324","IEBEDNFC_02775","OGHJCHFL_03090"
"sigW_2","","ECF RNA polymerase sigma factor SigW","8","8","1","1","1630","","","","554","554","554","NLLKMJFC_02657","HDAOFKCF_02659","HMFJPACF_02840","EPEFIPDD_02785","MPDNCGJB_02785","PEKAAFEB_02327","IEBEDNFC_02778","OGHJCHFL_03093"
"yyaP_2","","putative protein YyaP","8","8","1","1","1784","","","","545","566","563","NLLKMJFC_02562","HDAOFKCF_02564","HMFJPACF_02743","EPEFIPDD_02688","MPDNCGJB_02689","PEKAAFEB_02235","IEBEDNFC_02681","OGHJCHFL_02993"
"oatA","","Peptidoglycan O-acetyltransferase OatA","8","8","1","1","1629","","","","1109","1109","1109","NLLKMJFC_02658","HDAOFKCF_02660","HMFJPACF_02841","EPEFIPDD_02786","MPDNCGJB_02786","PEKAAFEB_02328","IEBEDNFC_02779","OGHJCHFL_03094"
"group_901","","hypothetical protein","8","8","1","1","1628","","","","1061","1061","1061","NLLKMJFC_02659","HDAOFKCF_02661","HMFJPACF_02842","EPEFIPDD_02787","MPDNCGJB_02787","PEKAAFEB_02329","IEBEDNFC_02780","OGHJCHFL_03095"
"group_902","","Monoacylglycerol lipase","8","8","1","1","1626","","","","944","944","944","NLLKMJFC_02662","HDAOFKCF_02664","HMFJPACF_02844","EPEFIPDD_02789","MPDNCGJB_02789","PEKAAFEB_02331","IEBEDNFC_02782","OGHJCHFL_03097"
"mmgB_1","","putative 3-hydroxybutyryl-CoA dehydrogenase","8","8","1","1","1624","","","","896","896","896","NLLKMJFC_02663","HDAOFKCF_02665","HMFJPACF_02845","EPEFIPDD_02790","MPDNCGJB_02790","PEKAAFEB_02332","IEBEDNFC_02783","OGHJCHFL_03098"
"group_904","","hypothetical protein","8","8","1","1","1618","","","","626","656","637","NLLKMJFC_02669","HDAOFKCF_02671","HMFJPACF_02851","EPEFIPDD_02796","MPDNCGJB_02796","PEKAAFEB_02338","IEBEDNFC_02789","OGHJCHFL_03104"
"group_905","","hypothetical protein","8","8","1","1","1615","","","","5018","5018","5018","NLLKMJFC_02672","HDAOFKCF_02674","HMFJPACF_02854","EPEFIPDD_02799","MPDNCGJB_02799","PEKAAFEB_02341","IEBEDNFC_02792","OGHJCHFL_03107"
"eriC","","Chloride/fluoride channel protein","8","8","1","1","1610","","","","1307","1307","1307","NLLKMJFC_02677","HDAOFKCF_02679","HMFJPACF_02859","EPEFIPDD_02804","MPDNCGJB_02804","PEKAAFEB_02346","IEBEDNFC_02797","OGHJCHFL_03112"
"group_907","","hypothetical protein","8","8","1","1","1607","","","","461","500","495","NLLKMJFC_02679","HDAOFKCF_02681","HMFJPACF_02861","EPEFIPDD_02806","MPDNCGJB_02806","PEKAAFEB_02349","IEBEDNFC_02799","OGHJCHFL_03114"
"yeeZ","","Protein YeeZ","8","8","1","1","1606","","","","746","767","753","NLLKMJFC_02680","HDAOFKCF_02682","HMFJPACF_02862","EPEFIPDD_02807","MPDNCGJB_02807","PEKAAFEB_02350","IEBEDNFC_02800","OGHJCHFL_03115"
"lpdG","","Dihydrolipoyl dehydrogenase","8","8","1","1","1594","","","","1400","1400","1400","NLLKMJFC_02689","HDAOFKCF_02691","HMFJPACF_02874","EPEFIPDD_02819","MPDNCGJB_02819","PEKAAFEB_02363","IEBEDNFC_02809","OGHJCHFL_03124"
"btsR_2","","Transcriptional regulatory protein BtsR","8","8","1","1","1627","","","","248","701","587","NLLKMJFC_02660","HDAOFKCF_02662","HMFJPACF_02843","EPEFIPDD_02788","MPDNCGJB_02788","PEKAAFEB_02330","IEBEDNFC_02781","OGHJCHFL_03096"
"fadI","","3-ketoacyl-CoA thiolase FadI","8","8","1","1","1593","","","","1268","1268","1268","NLLKMJFC_02691","HDAOFKCF_02693","HMFJPACF_02875","EPEFIPDD_02820","MPDNCGJB_02820","PEKAAFEB_02364","IEBEDNFC_02810","OGHJCHFL_03126"
"group_911","","Putative bifunctional phosphatase/peptidyl-prolyl cis-trans isomerase","8","8","1","1","1590","","","","815","815","815","NLLKMJFC_02694","HDAOFKCF_02696","HMFJPACF_02878","EPEFIPDD_02823","MPDNCGJB_02823","PEKAAFEB_02367","IEBEDNFC_02813","OGHJCHFL_03129"
"group_912","","hypothetical protein","8","8","1","1","1589","","","","746","746","746","NLLKMJFC_02695","HDAOFKCF_02697","HMFJPACF_02879","EPEFIPDD_02824","MPDNCGJB_02824","PEKAAFEB_02368","IEBEDNFC_02814","OGHJCHFL_03130"
"lnrL","","Linearmycin resistance ATP-binding protein LnrL","8","8","1","1","1535","","","","872","905","892","NLLKMJFC_02711","HDAOFKCF_02713","HMFJPACF_02894","EPEFIPDD_02839","MPDNCGJB_02839","PEKAAFEB_02382","IEBEDNFC_02880","OGHJCHFL_03133"
"group_917","","hypothetical protein","8","8","1","1","1531","","","","1058","1058","1058","NLLKMJFC_02716","HDAOFKCF_02718","HMFJPACF_02898","EPEFIPDD_02843","MPDNCGJB_02843","PEKAAFEB_02386","IEBEDNFC_02884","OGHJCHFL_03137"
"group_918","","hypothetical protein","8","8","1","1","1525","","","","332","332","332","NLLKMJFC_02722","HDAOFKCF_02724","HMFJPACF_02902","EPEFIPDD_02847","MPDNCGJB_02847","PEKAAFEB_02390","IEBEDNFC_02888","OGHJCHFL_03142"
"group_919","","hypothetical protein","8","8","1","1","1524","","","","1013","1016","1013","NLLKMJFC_02723","HDAOFKCF_02725","HMFJPACF_02903","EPEFIPDD_02848","MPDNCGJB_02848","PEKAAFEB_02391","IEBEDNFC_02889","OGHJCHFL_03143"
"ccp","","Cytochrome c551 peroxidase","8","8","1","1","1516","","","","1139","1142","1139","NLLKMJFC_02729","HDAOFKCF_02731","HMFJPACF_02909","EPEFIPDD_02854","MPDNCGJB_02854","PEKAAFEB_02396","IEBEDNFC_02895","OGHJCHFL_03149"
"group_922","","hypothetical protein","8","8","1","1","1513","","","","482","482","482","NLLKMJFC_02730","HDAOFKCF_02732","HMFJPACF_02910","EPEFIPDD_02855","MPDNCGJB_02855","PEKAAFEB_02398","IEBEDNFC_02896","OGHJCHFL_03150"
"group_924","","hypothetical protein","8","8","1","1","1496","","","","1424","1424","1424","NLLKMJFC_02744","HDAOFKCF_02746","HMFJPACF_02924","EPEFIPDD_02869","MPDNCGJB_02870","PEKAAFEB_02412","IEBEDNFC_02910","OGHJCHFL_03164"
"group_925","","hypothetical protein","8","8","1","1","1495","","","","935","935","935","NLLKMJFC_02745","HDAOFKCF_02747","HMFJPACF_02925","EPEFIPDD_02870","MPDNCGJB_02871","PEKAAFEB_02413","IEBEDNFC_02911","OGHJCHFL_03165"
"group_926","","D-alanyl-D-alanine carboxypeptidase","8","8","1","1","1485","","","","341","1082","989","NLLKMJFC_02754","HDAOFKCF_02756","HMFJPACF_02934","EPEFIPDD_02879","MPDNCGJB_02880","PEKAAFEB_02422","IEBEDNFC_02925","OGHJCHFL_03176"
"bioD1","","ATP-dependent dethiobiotin synthetase BioD 1","8","8","1","1","1474","","","","620","620","620","NLLKMJFC_02764","HDAOFKCF_02766","HMFJPACF_02942","EPEFIPDD_02887","MPDNCGJB_02888","PEKAAFEB_02430","IEBEDNFC_02935","OGHJCHFL_03186"
"baiA","","3alpha-hydroxysteroid dehydrogenase","8","8","1","1","1611","","","","755","755","755","NLLKMJFC_02676","HDAOFKCF_02678","HMFJPACF_02858","EPEFIPDD_02803","MPDNCGJB_02803","PEKAAFEB_02345","IEBEDNFC_02796","OGHJCHFL_03111"
"deoB","","Phosphopentomutase","8","8","1","1","1471","","","","887","887","887","NLLKMJFC_02767","HDAOFKCF_02769","HMFJPACF_02945","EPEFIPDD_02890","MPDNCGJB_02891","PEKAAFEB_02433","IEBEDNFC_02938","OGHJCHFL_03189"
"scdA","","Iron-sulfur cluster repair protein ScdA","8","8","1","1","1466","","","","719","719","719","NLLKMJFC_02771","HDAOFKCF_02773","HMFJPACF_02953","EPEFIPDD_02898","MPDNCGJB_02899","PEKAAFEB_02438","IEBEDNFC_02943","OGHJCHFL_03194"
"group_936","","hypothetical protein","8","8","1","1","1429","","","","182","182","182","NLLKMJFC_02794","HDAOFKCF_02796","HMFJPACF_02974","EPEFIPDD_02919","MPDNCGJB_02921","PEKAAFEB_02465","IEBEDNFC_02967","OGHJCHFL_03224"
"group_938","","hypothetical protein","8","8","1","1","1421","","","","572","572","572","NLLKMJFC_02802","HDAOFKCF_02804","HMFJPACF_02982","EPEFIPDD_02927","MPDNCGJB_02929","PEKAAFEB_02473","IEBEDNFC_02974","OGHJCHFL_03231"
"pgl_3","","6-phosphogluconolactonase","8","8","1","1","1413","","","","1118","1121","1119","NLLKMJFC_02808","HDAOFKCF_02810","HMFJPACF_02989","EPEFIPDD_02934","MPDNCGJB_02936","PEKAAFEB_02480","IEBEDNFC_02980","OGHJCHFL_03237"
"group_94","","hypothetical protein","8","8","1","1","1509","","","","290","290","290","NLLKMJFC_02733","HDAOFKCF_02735","HMFJPACF_02913","EPEFIPDD_02858","MPDNCGJB_02858","PEKAAFEB_02401","IEBEDNFC_02899","OGHJCHFL_03153"
"group_940","","hypothetical protein","8","8","1","1","4577","","","","662","662","662","NLLKMJFC_02840","HDAOFKCF_02842","HMFJPACF_03031","EPEFIPDD_02977","MPDNCGJB_02978","PEKAAFEB_02641","IEBEDNFC_03031","OGHJCHFL_03271"
"group_941","","hypothetical protein","8","8","1","1","4580","","","","218","218","218","NLLKMJFC_02843","HDAOFKCF_02845","HMFJPACF_03034","EPEFIPDD_02980","MPDNCGJB_02981","PEKAAFEB_02644","IEBEDNFC_03034","OGHJCHFL_03274"
"rsmB","","Ribosomal RNA small subunit methyltransferase B","8","8","1","1","4585","","","","1205","1232","1211","NLLKMJFC_02848","HDAOFKCF_02850","HMFJPACF_03039","EPEFIPDD_02985","MPDNCGJB_02986","PEKAAFEB_02649","IEBEDNFC_03040","OGHJCHFL_03279"
"group_943","","hypothetical protein","8","8","1","1","4587","","","","299","299","299","NLLKMJFC_02850","HDAOFKCF_02852","HMFJPACF_03041","EPEFIPDD_02987","MPDNCGJB_02988","PEKAAFEB_02651","IEBEDNFC_03042","OGHJCHFL_03281"
"group_944","","hypothetical protein","8","8","1","1","4595","","","","374","404","381","NLLKMJFC_02858","HDAOFKCF_02860","HMFJPACF_03048","EPEFIPDD_02994","MPDNCGJB_02995","PEKAAFEB_02658","IEBEDNFC_03050","OGHJCHFL_03289"
"glsA","","Glutaminase","8","8","1","1","4470","","","","1028","1028","1028","NLLKMJFC_02865","HDAOFKCF_02867","HMFJPACF_03057","EPEFIPDD_03003","MPDNCGJB_03004","PEKAAFEB_02665","IEBEDNFC_03057","OGHJCHFL_03296"
"group_946","","hypothetical protein","8","8","1","1","4276","","","","689","689","689","NLLKMJFC_02889","HDAOFKCF_02941","HMFJPACF_03079","EPEFIPDD_03025","MPDNCGJB_03026","PEKAAFEB_02703","IEBEDNFC_03087","OGHJCHFL_03428"
"tenA","","Aminopyrimidine aminohydrolase","8","8","1","1","4273","","","","650","650","650","NLLKMJFC_02890","HDAOFKCF_02942","HMFJPACF_03080","EPEFIPDD_03026","MPDNCGJB_03027","PEKAAFEB_02704","IEBEDNFC_03088","OGHJCHFL_03429"
"thiD","","Hydroxymethylpyrimidine/phosphomethylpyrimidine kinase","8","8","1","1","4272","","","","833","833","833","NLLKMJFC_02891","HDAOFKCF_02943","HMFJPACF_03081","EPEFIPDD_03027","MPDNCGJB_03028","PEKAAFEB_02705","IEBEDNFC_03089","OGHJCHFL_03430"
"group_949","","hypothetical protein","8","8","1","1","4265","","","","701","701","701","NLLKMJFC_02898","HDAOFKCF_02950","HMFJPACF_03089","EPEFIPDD_03035","MPDNCGJB_03036","PEKAAFEB_02712","IEBEDNFC_03096","OGHJCHFL_03437"
"ziaA","","Zinc-transporting ATPase","8","8","1","1","4227","","","","1985","1985","1985","NLLKMJFC_02931","HDAOFKCF_02983","HMFJPACF_03123","EPEFIPDD_03069","MPDNCGJB_03070","PEKAAFEB_02747","IEBEDNFC_03128","OGHJCHFL_03472"
"lytR_4","","Transcriptional regulatory protein LytR","8","8","1","1","4225","","","","707","707","707","NLLKMJFC_02932","HDAOFKCF_02984","HMFJPACF_03124","EPEFIPDD_03070","MPDNCGJB_03071","PEKAAFEB_02748","IEBEDNFC_03129","OGHJCHFL_03473"
"group_956","","hypothetical protein","8","8","1","1","4224","","","","1154","1154","1154","NLLKMJFC_02933","HDAOFKCF_02985","HMFJPACF_03125","EPEFIPDD_03071","MPDNCGJB_03072","PEKAAFEB_02749","IEBEDNFC_03130","OGHJCHFL_03474"
"group_957","","hypothetical protein","8","8","1","1","4223","","","","737","737","737","NLLKMJFC_02934","HDAOFKCF_02986","HMFJPACF_03126","EPEFIPDD_03072","MPDNCGJB_03073","PEKAAFEB_02750","IEBEDNFC_03131","OGHJCHFL_03475"
"aqdA2","","putative N-octanoylanthranilate hydrolase AqdA2","8","8","1","1","4217","","","","1334","1337","1335","NLLKMJFC_02940","HDAOFKCF_02992","HMFJPACF_03132","EPEFIPDD_03078","MPDNCGJB_03079","PEKAAFEB_02756","IEBEDNFC_03137","OGHJCHFL_03481"
"gno","","Gluconate 5-dehydrogenase","8","8","1","1","4215","","","","713","755","718","NLLKMJFC_02942","HDAOFKCF_02994","HMFJPACF_03134","EPEFIPDD_03080","MPDNCGJB_03081","PEKAAFEB_02758","IEBEDNFC_03139","OGHJCHFL_03483"
"group_961","","hypothetical protein","8","8","1","1","4210","","","","362","566","540","NLLKMJFC_02947","HDAOFKCF_02999","HMFJPACF_03142","EPEFIPDD_03088","MPDNCGJB_03089","PEKAAFEB_02764","IEBEDNFC_03144","OGHJCHFL_03491"
"group_962","","Acetyltransferase","8","8","1","1","4202","","","","338","422","411","NLLKMJFC_02955","HDAOFKCF_03007","HMFJPACF_03151","EPEFIPDD_03097","MPDNCGJB_03098","PEKAAFEB_02773","IEBEDNFC_03152","OGHJCHFL_03499"
"group_963","","hypothetical protein","8","8","1","1","4188","","","","755","839","828","NLLKMJFC_02968","HDAOFKCF_03020","HMFJPACF_03164","EPEFIPDD_03110","MPDNCGJB_03111","PEKAAFEB_02787","IEBEDNFC_03165","OGHJCHFL_03512"
"group_964","","hypothetical protein","8","8","1","1","4185","","","","599","599","599","NLLKMJFC_02971","HDAOFKCF_03023","HMFJPACF_03167","EPEFIPDD_03113","MPDNCGJB_03114","PEKAAFEB_02790","IEBEDNFC_03168","OGHJCHFL_03515"
"galK","","Galactokinase","8","8","1","1","4177","","","","1160","1160","1160","NLLKMJFC_02979","HDAOFKCF_03031","HMFJPACF_03177","EPEFIPDD_03123","MPDNCGJB_03124","PEKAAFEB_02798","IEBEDNFC_03176","OGHJCHFL_03523"
"group_966","","hypothetical protein","8","8","1","1","4167","","","","755","803","779","NLLKMJFC_02987","HDAOFKCF_03039","HMFJPACF_03185","EPEFIPDD_03131","MPDNCGJB_03132","PEKAAFEB_02806","IEBEDNFC_03185","OGHJCHFL_03531"
"wecH","","O-acetyltransferase WecH","8","8","1","1","4166","","","","1136","1136","1136","NLLKMJFC_02988","HDAOFKCF_03040","HMFJPACF_03186","EPEFIPDD_03132","MPDNCGJB_03133","PEKAAFEB_02807","IEBEDNFC_03186","OGHJCHFL_03532"
"group_968","","hypothetical protein","8","8","1","1","4159","","","","557","557","557","NLLKMJFC_02995","HDAOFKCF_03047","HMFJPACF_03193","EPEFIPDD_03139","MPDNCGJB_03140","PEKAAFEB_02814","IEBEDNFC_03193","OGHJCHFL_03539"
"group_969","","hypothetical protein","8","8","1","1","4157","","","","620","620","620","NLLKMJFC_02997","HDAOFKCF_03049","HMFJPACF_03195","EPEFIPDD_03141","MPDNCGJB_03142","PEKAAFEB_02816","IEBEDNFC_03195","OGHJCHFL_03541"
